EUR,GBP,AUD,NZD,USD,CAD,CHF,NOK,SEK,JPY
2002-09-18,-0.0140258111502092,-0.00477846503260589,-0.0547408280413039,0.0268431613428384,0,0.0202538550549218,-0.0146581731329139,0.00267315600640956,-0.00594080061589036,0.00370278950991887
2002-09-19,-0.0114309108741778,0.00159680642253211,0.0383825625930372,-0.0109103193681049,0,0.000572046191252337,-0.0277072746060313,0.00650476770205551,-0.00228524519808031,0.118807089557267
2002-09-20,-0.0128603687026446,0.00347893324750296,0.0224750795231095,0.00191469155144978,0,0.0409093479914254,-0.018954763403925,-0.00296180004248478,-0.00382216412706539,-0.0281221280438721
2002-09-23,-0.0220588794340431,0.0123087001501784,-0.0155586242416853,0.000894378315878614,0,-0.00706402005798356,-0.0410638554978121,0.0264204968245941,-0.00170724724751904,0.042418679798503
2002-09-24,0.0126485544269116,-0.0124980036231402,-0.000992464631648929,0.0059561798956262,0,0.00611646549036659,-0.00801233475928214,-0.0141561610476495,0.00209415360940294,-0.0272158957378583
2002-09-25,-0.0229226565872592,0.00631849016376427,-0.000183739103414473,0,0,0.00332774055548992,-0.0315499184331928,-0.00280333456149076,-0.0144599136612078,-0.0114320669027885
2002-09-26,0.00180198704222403,0.00404273762319824,-0.00367647162350202,0.00561105241022299,0,0.00582931229326807,0.0140612636314671,0.00726072712707562,0.0366621628105671,0.0140325177870522
2002-09-27,-0.0328842492988262,-0.0228283865229909,0.00692321981195369,-0.0128229704213039,0,0.00349301752222796,-0.00984289923565656,0.054039900663241,-8.72924783054035e-05,0.00809688948523449
2002-09-30,0.00606030170504967,-7.64404242700769e-05,0.00235901219036495,0.00193431943682809,0,0.00626539719370371,0.0274121163554329,-0.00621426346371994,-0.00732685825563794,-0.0220731924596112
2002-10-01,-0.00937103542303715,-0.00239864936801163,-0.016499610740683,0.00704094932656577,0,-0.00221723941181405,-0.025733102296514,-0.000660159405311708,-0.00249168127206516,0.0351151772658247
2002-10-02,0.00843899716428946,0.00309969054406515,0.0154015463672179,0.0065546357347225,0,0.0122374610815424,0.0233340343552376,0.0115780242484771,-0.00308157218121946,-0.014138298390622
2002-10-03,0.00805620270915284,-0.00179818403362621,-0.0131771619440031,-0.0113807637641937,0,0.00555137023604248,0.0266373433633171,-0.0679593621365319,-0.0497812607501665,-0.00706656704922378
2002-10-04,-0.0131783077814281,-0.00357131469179305,-0.00700220805206665,2.12307828774453e-18,0,0.0010545477869772,0.0106967054793384,0.0201014322437554,0.00212901511199826,0.0231199409301481
2002-10-07,-0.00438798601918332,0.0256311015043609,0.0257065362813165,-0.000414594292041109,0,-0.00112923496318777,-0.00974047907192142,0.00512654962813062,0.0267766474993712,-0.00146384621887378
2002-10-08,0.00314362711691154,0.00538895381772347,-0.0178001024064731,-0.00160133167473497,0,-0.006021452557796,0.0816128338837916,0.0282574872324108,0.041915631247169,-0.0399420716648732
2002-10-09,0.00824262147902277,0.00182735957505517,-0.00759332290222141,-0.00566548668473651,0,0.0042706865416588,0.000991467983013438,0.0138306267420039,-0.010151771410786,0.00944282724683508
2002-10-10,-0.00948905226519292,-0.00788026939518819,-0.0144499308852361,-0.00505881276335433,0,-0.00956336228930507,-0.00738094498523667,-0.00370505802198218,-0.000739279845121932,0.021918939763379
2002-10-11,0.00235294120873966,-0.000731379075276063,-0.0166149663853265,0.00831510933211169,0,-0.00407198510646895,0.00940312169352181,-0.00104292950717411,0.0105988796114502,0.00868619371156555
2002-10-14,0.016131872938718,0.0268743474374532,0.00285348483004276,0.00769792653382566,0,-3.15367876732704e-05,0.0927792456354894,-0.0558501395707417,-0.0198338034508085,-0.00397958387185448
2002-10-15,0.0118234675538471,-0.000927954715537107,0.0155152082147422,-0.00183199830241818,0,-0.0012304780623756,0.0259497212014976,0.00253314021754273,-0.000795796136899058,-0.0259049589563518
2002-10-16,-0.0126166257663922,0.00100518708155342,-0.00611687845675026,-0.000581999617812789,0,0.0149828189821046,0.0808527758836772,-0.125963425903962,-0.0716329838826573,0.0199406268752016
2002-10-17,-0.00324290958496212,0.0144337309855405,0,0.000540147503760699,0,0.00935293278814588,0.00261818185251588,0.00558264921528793,0.00200266579318529,0.0150877332288152
2002-10-18,0.00214854861419878,0.0206615442163497,-0.0415650222458145,0.0280091831118325,0,-0.0127472732718102,0.00714616639759938,0.0306461569052117,-0.00796243267833141,0.0294576826333946
2002-10-21,0.0477245090370867,0.0194713348499796,0.0132948069422736,0.000785205085963562,0,0.00367534496758256,0.0430738790113308,0.00494534955324944,0.002949188510945,0.00468618632903967
2002-10-22,0.00919916685977501,-0.00470117234028499,-0.00340025324742293,0.0117282702696078,0,0.000229533285125296,0.0063475148453559,0.00924001133634146,-0.0254300041825232,0.0073643358109298
2002-10-23,0.0181464298341964,0.00472685029463992,0.034241448312333,0.012353321964235,0,-0.0107956333835939,0.0154455155689825,-0.000875808275436677,-0.00135794487403762,0.000915001913268364
2002-10-24,0.00993184282438985,0.00623105662600562,0.00693256551736208,0.00308261410011717,0,-0.00894740967157545,0.024898595386636,0.0140000095238215,0.00404953310475577,-0.016024767942883
2002-10-25,-0.0126741683899895,-0.0303225644953767,-0.00614005972158312,0.0374757944751341,0,-0.00190111053871139,-0.0364009071121161,0.0097465950410424,0.00861148624516488,0.0134392947133936
2002-10-28,-0.0056904795696186,0.00250144391207218,0.0525429474532066,-0.0512976051470938,0,0.0114187021403677,-0.0176320454980594,0.0014911661943864,-0.000138415788396038,0.0701417060264812
2002-10-29,0.00899344719638612,0.000333889818196247,-0.0438233710988051,-0.0258877406179448,0,-0.0025556661345215,0.0185141686903678,0.00369420576280422,-0.0135632927196146,-0.00332355922086561
2002-10-30,0.047769824749476,-0.00284451810880776,-0.0325842001904465,-0.0177053664507025,0,0.00429777896081345,0.073631371129304,0.00572341720649855,0.0205924766557369,-0.0149032468731009
2002-10-31,-0.0643852713946548,-0.000869009603587689,0.0100557085213157,0.0644114827254905,0,-0.00718501805605032,-0.0582685222482894,0.0765135772673765,0.00842790962473863,-0.00980633381131578
2002-11-01,-0.00176618201516188,-0.00835977949340112,-0.0139372905734373,-0.00829544463643971,0,-0.00936093862156882,-0.00469979321675634,0.00159558313040931,-0.0204803065462783,-0.0061812706514811
2002-11-04,0.0146515233995346,0.0130111742422167,0.00878397108101429,0,0,0.00702228330893206,-0.00429800243766054,0.0143534134377573,-0.000990061365840966,-0.0151339325109944
2002-11-05,-0.0112391173449483,0.0117187389272111,0,-0.00108870981018035,0,0.00372487367374951,-0.0339113011937421,-0.0203258025543926,0.000739383665898592,0.027305916634561
2002-11-06,0.0133840286837462,-0.0500135133482374,0.0308361776393553,0.0146479207303264,0,0.00138737261720982,-0.0280921078520898,0.0515593310313272,0.0100259180941433,0.0129798257913096
2002-11-07,-0.0233938727490704,-0.0231760554034591,0.00541114109118078,-0.00745054847066324,0,-0.00816538126246788,-0.036294635543921,0.0315439412576068,-0.00397670439756032,0.116809413749124
2002-11-08,0.00995850884843814,0.000597916803480365,0.0511679957837445,-0.0242802762199926,0,-0.00638243900395915,0.00780568998181016,0.0161487014245556,-0.0001737464640727,-0.00248317483488088
2002-11-11,0.00235538676964644,0.000321189029296351,0.000320970046197931,-0.011721923801032,0,-0.015532299132475,-0.00552119747008447,-0.0355312283762273,0.00193294815662157,0.00339635307349881
2002-11-12,0.0146980146898034,0.00255812504773784,0.00913796335858746,-0.00339737335116848,0,0.00188386101575969,-0.0349198443002235,-0.0323440952207192,0.00068061650011658,-0.0136585679966986
2002-11-13,0.0102023628132219,0.0149618014398214,0.036993592958446,0.00904619697977295,0,-0.000577942913840742,-0.0138619394697952,-0.000432499228230391,-0.00983394360744896,0.0108027280972907
2002-11-14,0.0131147749844889,-0.000949517400030458,-0.00276939490057082,-0.00112044819422331,0,0.0307405318259598,0.0260529783825928,0.0232630829949192,0.0185623159649827,-0.00149526511800505
2002-11-15,0.00287641364585539,0.00500000016690775,-0.00426022926697055,-0.0362033209798839,0,-0.00296231800580216,0.00461982818300261,0.000397167424506842,0.000494727578898382,0.0192298949513459
2002-11-18,0.00375615071045305,-0.00575494306106801,0.0864335638529882,-0.00748190226421905,0,0.0124685318021266,-0.0199904252426252,-0.0518545346309413,-0.00497419242605831,-0.0233583904412482
2002-11-19,0.00179265061451972,0.00450271671599012,-0.0103059670401349,0.00567518684370173,0,0.0116649351056583,-0.00515432373064443,0.024408795486423,0.000735981770136147,-0.00967755856313047
2002-11-20,0.002936773861072,-0.00237362368032262,-0.0262900354791381,0.0632028876297629,0,-0.0169869075102648,-0.00166286401608443,-0.0105944726081541,-0.00495532902627895,-0.00445223739894903
2002-11-21,-0.00512923371690035,-0.00174332027994508,0.0177813383930428,-0.000755016898470837,0,0.00256597098541173,-0.0243280227775702,0.00430022442562037,-0.000368064858594708,0.00843579604424288
2002-11-22,-0.0217053075478736,0.048660403717653,-0.0263533877628364,0.00406781219122722,0,-0.0215880416932339,-0.0437718529836356,-0.0136358582719236,-0.0333682588049569,-0.0360655245492961
2002-11-25,-0.001451466900627,0.024474200294771,0.0042876285081722,-0.0399519970193958,0,-0.00955709556813616,-0.0140539881646841,0.00778231873547177,-0.00419361473508585,-0.0259693752547172
2002-11-26,-0.000655870050741387,-0.0102729869403881,0.0591134726305713,-0.0363857596616393,0,0.0039820915786096,0.00192895792784126,-0.00701384224217048,-0.00221979038172827,0.0132066480906818
2002-11-27,0.016122545206848,0.013482299740473,-0.053751326431387,-0.0142337476895741,0,-0.00792431445455894,0.0269331933252085,0.0031085907649197,0.000820295198737975,-0.006149318074038
2002-11-28,-0.000925460218391541,-0.00741265372326237,0,0.0439525909796558,0,-0.0433908190318287,-0.00113211363668031,0.000687407087564089,0.0226832323847515,0.0228303277387226
2002-11-29,-0.000603348597355333,0.000584738965682006,0.0013919871545816,-0.00128385183020325,0,-0.00860270632686806,-0.0105099895652008,0.0209750185858747,0.00133469491201518,-0.109955815199401
2002-12-02,0.00729062357195726,-0.00788645552905822,-0.0171520523091134,0.00491425213619099,0,-0.00974389307964781,0.0055463527716048,0.00797393762833275,0.000407183653390928,0.000256842445419987
2002-12-03,-0.032878001830459,0,0.004858013664946,0.026483899923907,0,0.00308265460458928,-0.0347779368067491,0.0287341172698167,0.000329907373931395,-0.0079582842856228
2002-12-04,-0.00159904091637442,-0.00175064462703283,-0.0112289471833975,-0.00299162444597515,0,-0.0012183003013736,0.00218898724884832,0.00453945840670146,-0.00128878492632869,-0.00994674635754309
2002-12-05,-0.0063758058136222,-0.00209856949969233,0.0131407726888399,-0.0019133034949662,0,-0.00629740209635076,-0.0482709388415482,0.0767127204784186,-0.00907902587669644,0.0360423890026172
2002-12-06,-0.00340227162406681,-0.0225281734850575,0.0134603659916641,0.0257089153113603,0,-0.00218163278063162,-0.000267132436982282,-0.0172041230966487,0.00147968649850387,-0.0149253868169727
2002-12-09,-0.0016652624943274,0.00647764567870997,0.0523204499571505,0.000198570296493968,0,-0.0026118687668153,0.00069858229871482,-0.0130230306317113,-0.000172204045173177,-0.00634869308993401
2002-12-10,-0.00222046006878667,0.00533876330203611,0.00674939825390552,-0.0030426597538881,0,-0.0265811916649508,-0.000656994316945266,-0.0209079265568651,-0.00201148993897558,-0.00404792768223361
2002-12-11,-0.046894338546504,-0.0101301967058124,-0.00621784155764657,0.121140670073611,0,-0.00115751906080651,-0.0553063199234462,0.0863526567459311,0.0585888754145552,0.0190875430072624
2002-12-12,-0.00104084839297611,-0.0135480951025719,-0.00214216231283513,-0.00843424010950199,0,-0.0063467623216206,-0.000855231396624597,0.00171527329939742,0.00913074191719681,-0.0455722082120632
2002-12-13,0.0133719038264647,0.0115515464990218,-0.0100291969919218,0,0,-0.00265231789115197,0.0175686218091935,0.0608281129006727,-0.0231125701493861,0.0186284862853739
2002-12-16,0.0119513990078144,-0.00777746662061668,-0.00328447822590937,0.0228339857730436,0,-0.0136881613074746,0.00667690619438078,0.0032721123062814,-0.00983596655913081,-0.00057693892820039
2002-12-17,0.00177491805646897,0.011154584417668,0.0165502680953975,-0.00756037331925338,0,-0.00355830854423041,-0.00641913455283662,-0.0211776358514756,0.00217886549692305,0.000123716457694911
2002-12-18,0.00122088198939537,-0.00116893269178241,-0.0131611555664103,0.0216510498368826,0,-0.0050290182503512,-0.0066680680555063,0.0115812918955487,0.00100967559469544,0.026990856572648
2002-12-19,0.00438981876085329,-0.000787008170074941,0.054555372281315,0.0119128413108,0,0.00979463690014241,0.00382902695524255,0.01191463190651,0.022684441730835,0.00871080589005032
2002-12-20,0.00740993728212236,0.00882597350792178,-0.000658890572482783,-0.0139792288749669,0,0.000637578516440691,-0.00303434784226269,0.00136078379884697,0.00216410086337428,0.0103559904778572
2002-12-23,0.016086849678809,0.0183707782060337,0.0158769819397399,0.0120360774721988,0,-0.00645078412356353,-0.0923040866782544,0.0453621867847186,0.014569890881357,-0.023963154581042
2002-12-24,0.00065980982780521,-0.000620242474848652,0.00383488690823505,-0.000657322380007511,0,0,0,0.00639759546693152,0.00408886172665513,0.00365767513744739
2002-12-25,-0.0179038382828508,-0.0031943882007213,-0.000426136368114498,0.00784465388643149,0,0.014230036661372,0.0327963687217138,0.0261081102799391,0.0176631770089628,-0.0174708909327312
2002-12-26,-0.0370570882263151,-0.0305995910054766,-0.00273924220061933,0.00434321023622826,0,-0.0409673856356563,-0.00740213213372854,0.024977570903148,-0.000730693084687308,-0.00430035872161941
2002-12-27,-0.0320774787197525,-0.0073875508017474,0.0024002179615429,0.0365454574150471,0,-0.0231464661477878,-0.0411497537195131,0.023959147482883,-0.0130129433557512,0.0624672239125067
2002-12-30,0.00411801380746723,-0.00460921703265728,0.0229681527840966,0.00618793001828609,0,0.00525080911855808,0.0119308308923184,0.0175243442224369,-0.00453253441265039,0.0118033947404146
2002-12-31,0,0,0.0119882398707885,0.00893385730869658,0,0,0.00178642490050678,9.53047948441908e-05,0,0
2003-01-01,-0.0528228129559752,0.0611289952128526,-0.00853561455670864,-0.0157578180563108,0,-0.00248841506888156,-0.0599773387034787,-0.0911492183611012,-0.0555656863347276,0.0639598069196954
2003-01-02,0.0434813176072234,0.00586033661506167,-0.00255183797736135,-0.0099571069356035,0,-0.0237830474958771,0.0099950158121359,-0.00460082847059936,0.0686076494812171,-0.016206084121055
2003-01-03,-0.0375725288657664,0.0013938149533718,0.129960594877682,0.148170149635119,0,0.00618102549276356,0.0158288996306123,-0.0034492541665601,-0.00592788937693196,-0.0302800307995491
2003-01-06,0.00574989605236534,0.0121499171907729,-0.0065727731989647,0.00752093140012194,0,-0.00357623573597677,-0.0255412780858861,-0.00994532133875648,-0.00835848780645431,0.027782216091857
2003-01-07,-0.0450164083452899,0.0292574572427065,-0.014349078209422,0,0,0.00401369956338641,-0.0124799403480136,0.0860784523078713,-0.0272429377288259,0.0682361749361448
2003-01-08,0.0116672277609341,0.0321153846025702,-0.00267268441099687,0.0108108123767175,0,0.0174943737034675,0.0155462944316316,-0.00254290871984051,-0.00600637873446229,-0.00423032506229866
2003-01-09,0.021591908957301,0.00274450049954308,0.00915761975238549,-0.0377460862978547,0,-0.018697994240187,0.0438936174606114,0.0281565020559479,0.00720046580709515,-0.00318271289043526
2003-01-10,-0.000909090919960387,0.0112467370130921,-0.0177675102055477,0.00416666902142037,0,0.0117799463952688,0.000245806825182461,-0.0482927803279157,-0.000581060306472476,-0.00523886316089298
2003-01-13,0.000321878255245276,0.00366921154369156,-0.00650685090494704,-0.00579172187377446,0,-0.0109232558389016,-0.00536127213346316,-0.00298632258105188,0.00763441523669025,-0.0553930142248594
2003-01-14,1.05070084260758e-19,0.0157053482392398,-0.00698749895228178,0.00111286284284464,0,-0.00720211220444924,0.00520268863502718,0.0567194182888219,0.000103782288195537,-0.0033220340255503
2003-01-15,0.00441989449955564,0.00671769646990764,-0.0348984786211651,-0.00683858131330812,0,0.00191618340871166,0.0162330894661766,0.0181641631323976,0.00710260559968335,-0.00854367469617763
2003-01-16,-0.00180587214181073,-0.0236649135149751,0.0565032014721342,0.0588226185286428,0,0.000593123711549227,-0.0298930037176113,0.0131864360921735,0.00269571161797024,0.000110323768986823
2003-01-17,-0.00163066498384652,-0.0141117626965059,0.0104194873815346,-0.00210221103805135,0,-0.000254063386365963,-0.00549587141479794,-0.0108430341895892,0.000911865384115444,-0.00386457136767569
2003-01-20,-0.00894267867448824,-0.0106072465674289,0.0296837015077006,-0.0529368314646593,0,-0.00273713730291639,0.0224549759595814,-0.0488717975445271,0.00511524279833829,-0.0015402845403813
2003-01-21,-0.00164179106382455,-0.00128696944104462,-0.0224834242581709,-0.0135294923805101,0,-0.000645729408387226,-0.000990062715065079,0.023861906803481,0.00442315412590847,0.00111590169346786
2003-01-22,-0.00200121270549018,-0.00352015185175033,-0.0482022244337757,0.0635181476597282,0,-0.00453312487380374,0.0110470564008027,-0.0294092679879979,-0.00339551647489482,-0.0167330272920256
2003-01-23,-0.00777780500639507,0.00971897621534893,-0.00162381695864571,-0.0216848116197807,0,-0.00170053594680327,-0.00650467632770355,0.0464733896689937,0.0911718412271931,-0.00663128895583863
2003-01-24,-0.00348644210037678,0.00094218429641833,0.0196091870073841,0.00182049883678692,0,-0.00336399505356022,0.00422654916681238,-0.00977211922654849,-0.0015319149292399,-0.00243656161720475
2003-01-27,-0.00503759902947309,-0.0143472121397648,0.00841677082465371,-0.007659351022602,0,0.036375092856799,-0.0137465457753063,-0.00390622189763418,-0.00256817829912319,0.00126337074763947
2003-01-28,-0.00143991153727925,-0.0369433448478477,0.0167614022468426,0.0167457282882685,0,0.00319457052788337,0.00571808182192229,0.00853286585952871,0.0189824534838293,-0.0348087203451908
2003-01-29,-0.00338591952720527,0.00310736202119391,0.0275089744174126,-0.0452594672484227,0,0.0457033816089092,-0.0165703554909936,-0.0187443898944115,0.0112264184866368,0.0280714283098968
2003-01-30,-0.0109246605902846,0.0159536094816725,-0.00708688355007922,0.00638298130027835,0,0.00776109404085303,-0.0230704884632779,0.00463590461757426,-0.034093264820568,0.0154437854995379
2003-01-31,-0.00318110274442748,-0.00445012886147229,0.0233686695613469,0.00352293831011052,0,-0.0321872128187234,0.0303230547348702,0.00627652719659026,0.0261021243456806,-0.0158162123058301
2003-02-03,-0.0118854183038205,-0.008579351197658,0.0382690791870228,0.048472991986751,0,6.59500099880675e-05,-0.0892269478570445,0.0570948951767654,0.0478657792719157,-0.0273811124792915
2003-02-04,0.00110835160654631,0.00632296966350193,0.0377783899768236,0.00361116501596105,0,-0.0111648841084451,0.0845137105883496,-0.0023263106502662,-0.0213586743493025,-0.0234676246930539
2003-02-05,0.022213056014613,0.00165944785265846,-0.0203252226886946,-0.00434108874954777,0,-0.00629501917579164,0.059638070095331,0.072585077861106,-0.00508168268545804,0.00325081439715599
2003-02-06,0.00136739635171886,0.0282144798296209,0.0106580959920985,-0.0153172949709085,0,-0.00870480778025792,0.0113341322740672,-0.00355417624973879,0.00204644032968254,-0.0179569649144797
2003-02-07,-0.00760200801825616,-0.000380905572759236,-0.00448734257607915,0.00291704855889909,0,0.0507996648887208,-0.000528946281739815,-0.0112557634792218,-0.0139674896066372,0.00745283343698733
2003-02-10,-0.000260671228601256,-0.00321538236014052,-0.00335593249261136,0.00225659700592333,0,-0.000261284213387896,-0.000351545357328285,-3.45251710128965e-05,0.000196896542626445,-0.00198044315224358
2003-02-11,0.00357775152439037,0.0173638893173692,-0.00635647126785326,0.00881898415143717,0,-0.00247163891967391,-0.00193031936596198,-0.0108157078865875,0.0122526628202403,0.00511298153184499
2003-02-12,-0.026704030715417,0.0120624273836663,-0.0976835670680144,-0.00593936634822779,0,-0.0286362918896756,-0.042121566875619,0.00454055619942623,0.0359897234799582,0.0338697269072836
2003-02-13,0.0302142720942806,0.00185609699295005,-0.00795830845752811,-0.0128898314608574,0,0.00368639538911036,0.0433035243156294,0.00458837171786832,0.00805043507783824,0.00531561492351651
2003-02-14,-0.0208217294255197,-0.0058801809519605,0.00219761731586189,0.011751908882017,0,0.00149871821017299,-0.0369368463167443,-0.00564307101752874,-0.0131351243783686,-0.00972892248817132
2003-02-17,-0.00533782309094528,0.00428652812563414,-0.00629867985090762,0.00130695227429356,0,-0.0279860858090546,-0.0145723643481161,-0.0171379624047818,-0.0425014234844973,-0.0913715877476609
2003-02-18,0.004618624551768,0.00721275051718128,-0.0463254272700737,0.00458209482626447,0,-0.0059532861656075,0.0420486306584732,0.0446682304436576,0.0242958691756791,-0.0125936562639825
2003-02-19,-0.0377047241221469,0.00155451830653882,-0.0197419805810557,0.0565130196584248,0,0.014912049790836,-0.0862359723275571,0.0341237237417656,0.00756705980242286,0.00486322854074797
2003-02-20,0.0034594423111641,-0.00305709106087556,-0.00120371167071209,-0.00268769109714327,0,0,0.00340106278009494,-0.0256212778254273,0.0120810041455881,0.00223695135285152
2003-02-21,0.00319548007378579,0.000151295474654943,-0.0586153391335294,-0.029807275425422,0,-0.04940949601785,0.0168334365632569,0.00697738083592213,0.000492051482028787,-0.00677181197099339
2003-02-24,0.000277867832503102,-0.0013911779881542,-0.00247586050200066,-0.000672268909316541,0,0.0176967481545881,0.0111578640086743,-0.0104254684675758,-0.000671033742541625,-0.00393343539767632
